STORE_NO,LASTEST_STORE_NO,STORE_NAME,LON,LAT,DO_NAME,STORE_TYPE_NAME,STORE_STATUS_NAME,BUSINESS_TIME_NAME,sells_ground_1f,Dining_area_seats_total,Dining_area_seats_outdoor,parking_lot,External_lavatory_sell,External_lavatory_outdoor,AREA_NAME,fm_100,hl_100,ok_100,px_100,sm_100,fm_250,hl_250,ok_250,px_250,sm_250,fm_500,hl_500,ok_500,px_500,sm_500,fm_1000,hl_1000,ok_1000,px_1000,sm_1000,GRID_LON,GRID_LAT,PEOPLE_FLOW,STORE_AMT,COMPETE_STORE_AMT,FLOW_INDEX,AVG_PSD
188201,188201,跨海,119.530540,23.637242,安澎區,FC1,一般,一般,40.9,24,0,5,0,2,外島---幹道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.535,23.635,191,1,0,191,87309.444006
210214,238809,治平,119.567972,23.569646,安澎區,FC1,一般,一般,33,16,0,0,0,0,外島---住宅,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,8,0,0,3,0,119.565,23.565,15999,5,6,1454,25252.644927
238809,238809,治平,119.567972,23.569646,安澎區,FC1,一般,非24小時營業,33,16,0,0,0,0,外島---住宅,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,8,0,0,3,0,119.565,23.565,15999,5,6,1454,31755.274418
892571,892571,天人菊,119.565267,23.565489,安澎區,FC1,一般,一般,26.7,4,0,0,0,0,外島---商業,1,0,0,0,0,2,0,0,1,0,4,0,0,1,0,5,0,0,2,0,119.565,23.565,15999,5,6,1454,66054.986909
930545,930545,新台澎,119.565404,23.567056,安澎區,FC1,一般,一般,22.2,0,0,0,0,0,外島---商業,0,0,0,0,0,3,0,0,0,0,4,0,0,1,0,6,0,0,2,0,119.565,23.565,15999,5,6,1454,63475.793571
901891,901891,新澎湖,119.567986,23.567238,安澎區,FC2,一般,一般,16.2,0,0,0,0,0,外島---商業,1,0,0,0,0,1,0,0,0,0,5,0,0,2,0,7,0,0,2,0,119.565,23.565,15999,5,6,1454,76496.603571
941833,941833,井垵,119.575892,23.519418,安澎區,FC1,一般,一般,33.7,18,0,1,0,2,外島---住宅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.575,23.515,1331,1,0,1331,75765.423218
195483,195483,南洋,119.572546,23.566486,安澎區,FC1,一般,一般,13.3,0,0,0,0,0,外島---商業,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,2,0,119.575,23.565,3812,1,1,1906,40011.717916
120467,120467,文澳,119.584782,23.561965,安澎區,FC1,位移新開,一般,58.8,36,0,12,0,2,外島---住宅,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,119.585,23.565,16915,5,2,2416,87364.944485
981750,981750,百麗,119.582811,23.563332,安澎區,FC1,擴店,一般,53,29,0,1,0,3,外島---幹道,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0,0,1,0,119.585,23.565,16915,5,2,2416,78998.460189
184140,184140,北岸,119.580778,23.563454,安澎區,FC1,一般,一般,39.4,20,0,0,0,1,外島---住宅,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,119.585,23.565,16915,5,2,2416,64094.285846
202095,202095,西文,119.584335,23.564883,安澎區,FC1,一般,一般,63.2,55,0,2,0,2,外島---住宅,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,1,0,119.585,23.565,16915,5,2,2416,49725.220588
209476,209476,海藍,119.583300,23.568526,安澎區,FC1,一般,一般,35.5,10,0,1,0,2,外島---住宅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,119.585,23.565,16915,5,2,2416,37712.443877
900795,900795,白沙,119.598695,23.666813,安澎區,FC1,一般,一般,23.4,6,0,0,0,0,外島---幹道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.595,23.665,2030,1,0,2030,85666.087142
991322,991322,中隴,119.952267,26.159356,板城區,FC1,一般,非24小時營業,28.9,11,0,0,0,0,外島---商業,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,119.955,26.155,8672,3,1,2168,62625.274637
206617,206617,山隴,119.951819,26.156124,板城區,FC1,一般,非24小時營業,28.9,4,0,1,0,0,外島---住宅,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,119.955,26.155,8672,3,1,2168,58970.213270
970820,970820,金寧,118.337790,24.449591,北投區,FC1,一般,一般,42.9,22,0,10,0,3,外島---住宅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.335,24.445,7138,2,0,3569,122543.951895
215091,215091,樂多,118.338156,24.440464,北投區,RC,一般,一般,37.1,20,0,1,0,0,外島---幹道,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,118.335,24.445,7138,2,0,3569,35931.385321
151391,151391,鎖港,119.597542,23.524809,安澎區,FC1,一般,一般,31.1,9,0,1,0,0,外島---幹道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,119.595,23.525,1862,1,0,1862,115898.377857
166740,166740,澎興,119.610916,23.552076,安澎區,FC1,一般,一般,31.1,12,0,0,0,1,外島---住宅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.615,23.555,2513,1,0,2513,68335.104285
952512,952512,馬港,119.918753,26.159702,板城區,FC1,一般,非24小時營業,30.6,8,0,0,0,0,外島---商業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.915,26.155,2056,1,0,2056,75815.770714
208174,208174,芹壁,119.982475,26.224221,板城區,FC1,一般,非24小時營業,16,0,0,0,0,0,外島---商業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.985,26.225,224,1,0,224,11633.009174
208163,208163,塘岐,119.998564,26.223843,板城區,FC2,一般,非24小時營業,30.2,12,0,1,0,0,外島---商業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.995,26.225,4385,2,0,2192,47838.108173
952523,952523,北竿,119.998140,26.223812,板城區,FC1,一般,非24小時營業,44.9,23,0,0,0,0,外島---商業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.995,26.225,4385,2,0,2192,106288.195000
921655,921655,南鯤鯓,120.137085,23.284533,新營區,FC1,一般,一般,43.9,24,0,1,0,1,風景區---風景線中繼站,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.135,23.285,3990,1,0,3990,91952.585642
791241,791241,佳里,120.174640,23.160022,南科區,FC1,一般,一般,28.6,5,3,0,0,1,住宅區---商業區,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,1,0,4,0,120.175,23.165,19342,4,4,2417,65462.506382
240813,240813,新佳興,120.176902,23.163248,南科區,RC,一般,一般,30.7,6,0,0,0,0,交通轉運站---客運,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,3,1,0,4,0,120.175,23.165,19342,4,4,2417,36194.827045
990156,990156,新佳忠,120.170587,23.169476,南科區,FC1,位移新開,一般,45.6,31,0,1,0,2,幹道型---住宅區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,120.175,23.165,19342,4,4,2417,79161.209208
981059,240813,新佳興,120.177277,23.163248,南科區,RC,一般,一般,30.7,6,0,0,0,0,交通轉運站---客運,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,3,1,0,4,0,120.175,23.165,19342,4,4,2417,47260.490814
881308,881308,超順,120.179483,23.230587,新營區,FC1,一般,一般,51.8,28,0,16,0,2,住宅區---幹道型,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,120.175,23.235,9836,3,1,2459,89307.688206
207078,207078,學信,120.178129,23.233530,新營區,FC1,一般,一般,42.2,30,0,1,0,2,幹道型---住宅區,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,120.175,23.235,9836,3,1,2459,40372.146787
198769,198769,夢公園,120.175894,23.235381,新營區,RC,一般,一般,39.7,20,0,3,0,1,幹道型---住宅區,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,120.175,23.235,9836,3,1,2459,57383.109121
113506,113506,揚光,119.574173,23.571865,安澎區,FC1,位移新開,一般,70.9,29,4,1,0,2,外島---住宅,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,6,0,0,2,0,119.575,23.575,29192,6,7,2245,79141.916428
142869,142869,澎衛,119.579419,23.579577,安澎區,FC1,一般,一般,36.1,19,0,3,0,1,外島---住宅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,119.575,23.575,29192,6,7,2245,117430.355714
900762,900762,西衛,119.574897,23.575815,安澎區,FC1,一般,一般,57.2,28,0,1,0,1,外島---住宅,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,5,0,0,2,0,119.575,23.575,29192,6,7,2245,76768.025000
922201,922201,文光,119.571488,23.577350,安澎區,FC1,一般,一般,40.5,18,0,1,0,2,外島---住宅,0,0,0,1,0,1,0,0,1,0,2,0,0,1,0,4,0,0,2,0,119.575,23.575,29192,6,7,2245,95135.042857
880590,880590,澎灣,119.571539,23.570171,安澎區,FC1,一般,一般,22,5,0,0,0,1,外島---商業,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,9,0,0,3,0,119.575,23.575,29192,6,7,2245,62339.933818
941202,941202,澎技,119.579214,23.574215,安澎區,FC1,一般,一般,51.5,43,0,1,0,0,外島---文教,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,2,0,119.575,23.575,29192,6,7,2245,88185.646929
195243,195243,聖安,120.127892,23.065896,台南區,FC1,一般,一般,36.7,20,0,1,0,1,幹道型---住宅區,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,120.125,23.065,4971,3,2,994,74254.247558
236869,236869,城中,120.129724,23.062378,台南區,FC1,一般,一般,49.9,26,0,0,0,1,住宅區---風景區,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,120.125,23.065,4971,3,2,994,58486.479187
909529,236869,城中,120.129724,23.062378,台南區,FC1,一般,一般,49.9,26,0,0,0,1,住宅區---風景區,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,120.125,23.065,4971,3,2,994,79230.647127
943002,943002,科工,120.148460,23.035200,台南區,FC1,一般,一般,30.9,0,0,0,0,1,工業區---傳統工業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120.145,23.035,5466,1,0,5466,126619.041797
210340,210340,明安,120.144380,23.046202,台南區,FC1,一般,非24小時營業,41.3,30,0,0,0,0,工業區---高科技業(開放型),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,120.145,23.045,4302,1,1,2151,30385.204241
174567,174567,安學,120.159475,23.074937,台南區,FC1,一般,一般,41.8,29,0,7,0,1,幹道型---住宅區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.155,23.075,2987,1,0,2987,76159.988668
141420,141420,漁人,120.150107,23.458134,嘉新區,FC1,一般,非24小時營業,50.9,26,0,1,0,2,風景區---風景線中繼站,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,120.155,23.455,1270,1,2,423,53167.727326
122131,122131,佳文,120.167511,23.162682,南科區,FC1,位移新開,一般,38.6,12,1,1,0,1,住宅區---幹道型,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,120.165,23.165,5211,1,0,5211,62224.939453
150882,150882,全興,120.174241,22.968595,安澎區,FC1,一般,非24小時營業,38.6,24,0,1,0,1,工業區---傳統工業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.175,22.965,5553,1,0,5553,52939.161822
112525,112525,新北中,120.178508,23.158777,南科區,FC1,位移新開,一般,32.6,11,0,0,0,1,住宅區---商業區,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,3,1,0,4,0,120.175,23.155,19313,2,3,3862,59971.060032
911083,237932,永興順,119.636479,23.562715,安澎區,FC1,一般,一般,29.1,6,0,0,0,1,外島---幹道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.635,23.565,1597,2,0,798,79749.636428
237932,237932,永興順,119.636479,23.562715,安澎區,FC1,一般,一般,29.1,6,0,0,0,1,外島---幹道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.635,23.565,1597,2,0,798,NULL
903439,903439,七股,120.133984,23.133718,南科區,FC1,擴店,一般,73.3,36,0,8,0,5,幹道型---風景區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.135,23.135,3090,1,0,3090,81231.582568
212405,212405,學東,120.142650,23.078789,台南區,FC1,一般,一般,35.1,8,0,1,0,1,幹道型---住宅區,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,120.145,23.075,3394,1,1,1697,47217.284434
885997,885997,千福,120.187072,22.992781,府城區,FC2,一般,一般,32.5,13,0,0,0,1,幹道型---辦公商圈,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,8,3,0,4,0,120.185,22.995,26126,5,5,2612,56250.885142
149550,149550,永華東,120.180835,22.990083,安澎區,FC2,一般,一般,36.4,14,0,0,0,1,幹道型---辦公商圈,0,0,0,1,0,1,0,0,1,0,2,0,0,1,0,5,2,0,4,0,120.185,22.995,26126,5,5,2612,59859.415637
167983,167983,安期,120.183095,22.997079,安澎區,FC1,位移新開,一般,60.6,40,2,1,0,3,住宅區---幹道型,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,7,2,0,4,0,120.185,22.995,26126,5,5,2612,54932.818195
197928,197928,鎮山,120.180201,22.999237,府城區,FC2,一般,一般,33.8,15,0,1,0,1,住宅區---幹道型,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,5,2,0,4,0,120.185,22.995,26126,5,5,2612,55447.955411
896333,896333,頂美,120.186982,22.999144,府城區,FC2,一般,一般,42.1,27,0,1,0,0,幹道型---住宅區,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,8,2,0,4,1,120.185,22.995,26126,5,5,2612,62734.072389
211893,211893,佳東,120.183519,23.163961,南科區,FC1,一般,一般,51.2,34,2,1,0,2,幹道型---住宅區,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,2,0,120.185,23.165,7671,2,1,2557,46889.080959
183778,183778,佳立,120.182513,23.162234,南科區,FC1,位移新開,一般,49.4,29,0,1,0,2,幹道型---住宅區,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,2,0,120.185,23.165,7671,2,1,2557,66007.087487
965057,965057,長溪,120.207199,23.038677,台南區,FC1,一般,一般,37.2,18,0,1,0,1,住宅區---純住宅型,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,120.205,23.035,18748,3,0,6249,72808.488983
151243,151243,安傑,120.203598,23.035543,台南區,FC1,一般,一般,51.5,26,0,1,0,1,幹道型---住宅區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,120.205,23.035,18748,3,0,6249,81882.990215
208543,208543,安西,120.208684,23.035488,台南區,FC1,一般,一般,45.9,31,0,1,0,2,幹道型---住宅區,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,120.205,23.035,18748,3,0,6249,58148.778759
163475,163475,竹滬,120.227829,22.859781,岡山區,FC1,一般,一般,33.3,22,0,1,0,1,幹道型---住宅區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.225,22.855,2771,1,0,2771,59997.329929
210904,210904,嘉營,120.229481,22.919271,新豐區,FC1,一般,一般,40.9,27,0,1,0,0,住宅區---幹道型,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,4,2,0,0,0,120.225,22.915,4853,1,2,1617,41812.409199
923651,217400,新山外,118.414302,24.442457,北投區,RC,一般,一般,26.7,4,0,0,0,0,外島---住宅,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,1,0,118.415,24.445,12909,5,2,1844,85650.200726
199898,199898,金囍,118.414866,24.441953,北投區,FC1,一般,非24小時營業,23.6,0,0,1,0,3,外島---住宅,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,1,0,118.415,24.445,12909,5,2,1844,41790.887407
970037,970037,新再發,118.416836,24.440871,北投區,FC1,一般,一般,31,4,0,0,0,0,外島---住宅,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,118.415,24.445,12909,5,2,1844,105744.257142
210351,210351,金門醫院,118.418930,24.441338,北投區,RC,一般,非24小時營業,23.3,0,0,0,0,0,外島---醫院,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,118.415,24.445,12909,5,2,1844,24318.649289
217400,217400,新山外,118.414302,24.442457,北投區,RC,一般,一般,26.7,4,0,0,0,0,外島---住宅,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,1,0,118.415,24.445,12909,5,2,1844,57013.735785
113883,113883,東衛,119.598707,23.569175,安澎區,FC1,位移新開,一般,42.3,26,0,1,0,2,外島---住宅,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,119.595,23.565,5416,1,3,1354,104657.890714
180539,180539,坪里,119.974321,26.216242,板城區,FC1,一般,非24小時營業,27.7,7,0,0,0,0,外島---文教,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.975,26.215,1485,1,0,1485,38136.569285
111153,111153,大埕,120.142265,23.143316,南科區,FC1,位移新開,一般,52.5,42,0,1,0,2,住宅區---文教區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.145,23.145,2589,1,0,2589,65949.372127
930796,930796,同發,120.161085,23.002950,安澎區,FC1,一般,一般,20.8,0,0,0,0,0,風景區---風景線中繼站,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,120.165,23.005,6922,1,1,3461,65644.342335
141431,141431,布鹽,120.170308,23.382357,嘉新區,FC1,一般,一般,54.2,42,0,14,0,3,幹道型---風景區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120.175,23.385,2461,1,0,2461,57083.595179
921518,921518,逢安,120.184232,23.039890,台南區,FC1,擴店,一般,30.9,10,0,0,0,0,住宅區---純住宅型,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,120.185,23.035,8845,2,0,4422,94500.284560
969015,969015,新同安,120.188263,23.038795,台南區,FC1,一般,一般,49.5,33,0,1,0,1,幹道型---純幹道型,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,120.185,23.035,8845,2,0,4422,71662.795350
194996,194996,台江,120.187785,23.046461,台南區,FC1,一般,一般,41,25,0,1,0,1,幹道型---住宅區,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,120.185,23.045,14631,1,2,4877,59453.545131
137801,137801,南德,120.192705,22.961666,安澎區,FC1,一般,一般,36.9,14,0,1,0,1,幹道型---住宅區,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,2,0,2,1,120.195,22.965,21498,2,5,3071,50927.800794
132253,132253,樂豐,120.193184,22.967199,安澎區,FC1,一般,一般,55.2,33,0,1,0,3,住宅區---商業區,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,4,3,0,2,1,120.195,22.965,21498,2,5,3071,77612.031731
131423,131423,土定富,120.194952,22.975039,安澎區,FC1,一般,一般,54.7,36,0,10,0,3,幹道型---住宅區,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,7,2,1,5,2,120.195,22.975,24041,4,5,2671,90407.557343
195081,195081,講美,119.599312,23.632318,安澎區,FC1,一般,一般,27.4,0,0,0,0,0,外島---住宅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.595,23.635,2003,1,0,2003,59899.921307
209029,209029,東莒,119.976519,25.957218,板城區,FC1,一般,非24小時營業,24.2,0,0,0,0,0,外島---住宅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.975,25.955,851,1,0,851,43633.402777
966290,966290,安安,120.134192,23.061055,台南區,FC1,一般,一般,30,6,0,2,0,1,幹道型---純幹道型,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,120.135,23.065,3881,1,0,3881,66333.993570
981602,981602,豐平,120.163880,22.994319,安澎區,FC1,一般,一般,49.6,31,0,5,0,1,住宅區---風景區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,120.165,22.995,23724,4,3,3389,92240.946170
188810,188810,建平,120.168897,22.990075,安澎區,FC1,一般,一般,22.8,4,0,0,0,0,住宅區---商業區,2,0,0,0,0,2,1,0,0,0,3,1,0,1,0,5,1,0,3,0,120.165,22.995,23724,4,3,3389,62630.181483
140519,140519,安平,120.164505,22.999488,安澎區,RC,一般,一般,19.7,5,0,0,0,0,風景區---風景線中繼站,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,120.165,22.995,23724,4,3,3389,62627.611880
122500,122500,昜昇,120.167982,22.999463,安澎區,FC1,位移新開,一般,33.1,11,0,0,0,0,住宅區---風景區,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,5,0,0,2,1,120.165,22.995,23724,4,3,3389,69209.104156
165736,165736,新茄萣,120.183678,22.906541,岡山區,FC1,一般,一般,48.3,45,0,1,0,2,幹道型---文教區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,120.185,22.905,10484,2,0,5242,60828.089953
972309,972309,展欣,120.184191,22.901506,岡山區,FC1,一般,一般,34.9,12,0,0,0,0,商業區---市場,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,120.185,22.905,10484,2,0,5242,70236.294063
214401,214401,新興,120.187125,22.974605,安澎區,FC2,一般,一般,30.9,15,0,1,0,1,住宅區---幹道型,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,1,1,4,2,120.185,22.975,22179,4,3,3168,77833.117352
197146,197146,明和,120.184006,22.977589,安澎區,FC2,一般,一般,62.7,56,0,2,0,3,幹道型---工業區,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,2,1,120.185,22.975,22179,4,3,3168,74376.381544
132149,214401,新興,120.187125,22.974605,安澎區,FC2,一般,一般,30.9,15,0,0,1,0,住宅區---幹道型,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,1,1,4,2,120.185,22.975,22179,4,3,3168,84401.559655
946643,946643,國宅,120.189720,22.975003,安澎區,FC2,一般,一般,37.3,14,0,0,0,0,住宅區---幹道型,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,6,3,1,4,2,120.185,22.975,22179,4,3,3168,80656.251498
121035,121035,安北,120.199913,23.040638,台南區,FC1,一般,一般,51.4,40,0,1,0,2,住宅區---幹道型,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,120.195,23.045,22434,4,3,3204,74054.969282
192819,192819,和慶,120.195109,23.041505,台南區,FC1,一般,一般,48,24,0,1,0,1,住宅區---幹道型,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,3,0,1,2,0,120.195,23.045,22434,4,3,3204,56491.294394
845597,845597,安中,120.195380,23.043109,台南區,FC2,一般,一般,36,22,0,1,0,2,住宅區---幹道型,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,1,2,0,120.195,23.045,22434,4,3,3204,100982.417179
132839,132839,馬祖,119.952164,26.156088,板城區,FC1,位移新開,一般,43,23,0,0,0,0,外島---住宅,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,119.955,26.155,8672,3,1,2168,127214.202142
951760,951760,將富,120.135266,23.215060,新營區,FC1,一般,一般,47,33,0,8,0,3,幹道型---住宅區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.135,23.215,2971,1,0,2971,94347.919716
179573,179573,代天府,120.143312,23.285579,新營區,FC1,一般,非24小時營業,39.3,16,0,0,0,0,風景區---著名景點,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.145,23.285,1355,1,0,1355,52728.433596
132596,132596,將軍,120.158287,23.197059,新營區,FC1,一般,一般,52.8,35,0,3,0,2,住宅區---幹道型,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,120.155,23.195,5014,1,1,2507,80093.914870
941224,941224,布新,120.154886,23.379657,嘉新區,FC1,一般,一般,39.3,18,0,1,0,2,風景區---著名景點,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,120.155,23.375,2966,1,0,2966,85735.653411
209041,209041,星月,120.162042,23.618581,雲林區,FC2,一般,一般,36.8,21,0,1,0,0,住宅區---幹道型,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,120.165,23.615,3050,3,1,762,68350.655444
931652,238049,星鑫,120.165352,23.618711,雲林區,FC1,一般,一般,54.2,46,0,5,0,2,住宅區---幹道型,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,120.165,23.615,3050,3,1,762,76290.278561
238049,238049,星鑫,120.165329,23.618690,雲林區,FC1,一般,一般,54.2,46,0,5,0,2,住宅區---幹道型,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,120.165,23.615,3050,3,1,762,NULL
883898,883898,本原,120.178352,23.053736,台南區,FC1,一般,一般,30.3,7,0,0,0,0,幹道型---住宅區,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,120.175,23.055,13046,2,1,4348,78808.846406
138251,138251,淵中,120.173647,23.050051,台南區,FC1,一般,一般,28.5,8,0,0,0,0,住宅區---幹道型,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,120.175,23.055,13046,2,1,4348,84244.774528
944577,944577,本興,120.176056,23.067022,台南區,FC1,一般,一般,39.3,13,0,1,0,2,住宅區---幹道型,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,120.175,23.065,8947,2,1,2982,97233.101502
932714,932714,安佃,120.172136,23.064668,台南區,FC1,一般,一般,33.9,10,0,0,0,0,幹道型---純幹道型,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120.175,23.065,8947,2,1,2982,77267.734999
900119,900119,過溝,120.178765,23.417193,嘉新區,FC1,一般,一般,32,8,0,0,0,1,住宅區---幹道型,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.175,23.415,1846,1,0,1846,95024.214781
914347,914347,興達,120.184268,22.895581,岡山區,FC1,一般,一般,35.7,18,0,1,0,1,住宅區---純住宅型,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,120.185,22.895,10197,2,1,3399,84278.153942
127099,127099,愛萣,120.184833,22.896789,岡山區,FC1,一般,一般,39.4,18,0,0,0,1,住宅區---商業區,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,120.185,22.895,10197,2,1,3399,59486.238893
901466,901466,喜樹,120.181456,22.940785,安澎區,FC1,擴店,一般,39.3,16,0,0,0,1,幹道型---住宅區,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,120.185,22.945,2615,1,0,2615,56803.220490
